ID,spend,email,source,freeship,corn,eastofmiss,repeatorder
4466769,93,popular,search,0,1,1,0
4466107,68,other,search,0,1,1,0
4465563,84,other,referral,1,1,1,1
4465176,23,corporate,referral,0,1,1,1
4463843,164,other,referral,0,0,1,0
4463541,26,corporate,search,1,1,0,0
4463496,102,other,direct,1,0,1,0
4463043,129,other,direct,0,0,1,0
4462478,92,corporate,search,1,1,0,1
4461561,186,popular,referral,0,1,0,1
4461086,49,corporate,referral,1,1,0,1
4459345,59,corporate,direct,0,1,0,1
4459180,69,other,direct,1,0,0,0
4459122,78,popular,search,1,1,0,0
4458584,83,corporate,direct,1,0,1,1
4457561,140,other,search,1,1,0,0
4457337,69,other,direct,0,1,0,0
4456093,82,corporate,referral,1,0,0,0
4454686,123,other,referral,0,0,1,0
4453902,189,corporate,direct,1,0,0,1
4453472,193,popular,direct,0,0,0,0
4453005,48,popular,referral,1,1,0,0
4452524,52,other,search,0,1,0,0
4451201,31,popular,referral,0,1,1,0
4450796,190,popular,direct,1,1,1,0
4449992,174,corporate,direct,0,1,0,1
4449119,51,corporate,search,1,1,0,1
4444797,134,corporate,referral,0,1,0,1
4443954,94,popular,referral,1,1,1,0
4442616,182,popular,search,0,0,1,0
4442311,62,other,direct,1,1,0,1
4441927,137,other,search,1,0,0,0
4440588,104,popular,direct,0,0,1,0
4440554,170,corporate,referral,1,0,1,0
4440547,146,other,search,1,0,0,0
4439215,177,other,search,1,1,1,0
4438756,134,corporate,search,0,0,0,0
4438228,98,other,direct,1,1,1,0
4438209,205,popular,search,1,0,0,0
4437532,44,other,direct,1,0,1,0
4437396,158,corporate,referral,0,1,0,0
4437055,76,corporate,direct,0,1,1,0
4436800,213,popular,direct,0,0,1,0
4436775,180,popular,direct,1,0,1,1
4436003,38,popular,search,0,0,0,0
4435442,133,popular,search,1,1,1,0
4435310,210,corporate,referral,1,0,0,0
4433727,86,popular,search,1,1,1,0
4432310,21,corporate,direct,1,1,0,1
4431989,74,other,direct,0,0,1,0
4430998,118,corporate,referral,1,0,1,0
4429459,129,popular,referral,0,1,0,0
4427390,69,other,search,0,0,1,0
4426423,183,corporate,search,1,0,1,1
4426324,109,popular,direct,1,0,1,0
4425608,56,popular,referral,0,0,0,0
4425458,210,other,search,1,1,1,0
4421163,131,popular,direct,0,0,1,0
4418959,55,corporate,referral,1,1,1,0
4418624,156,corporate,referral,0,1,0,1
4417884,71,corporate,direct,0,0,1,0
4415711,137,popular,referral,1,0,1,1
4414635,156,popular,referral,1,0,1,0
4413785,121,corporate,search,0,1,0,1
4413177,182,popular,referral,1,1,1,0
4408651,90,popular,search,0,1,1,0
4408147,136,popular,search,1,1,1,0
4406627,210,popular,direct,1,1,0,1
4403761,94,other,direct,0,1,0,1
4403146,53,popular,referral,1,0,1,0
4401471,87,corporate,referral,0,1,1,0
4401050,108,corporate,search,1,1,1,1
4400783,191,popular,search,0,1,1,0
4400777,22,corporate,direct,1,0,0,0
4399765,61,popular,referral,1,0,0,0
4399643,108,other,referral,1,1,1,0
4398344,138,other,direct,0,0,0,0
4398162,169,other,referral,0,1,1,0
4397558,87,other,referral,0,1,0,1
4396276,153,corporate,search,1,0,1,0
4395142,154,corporate,search,1,1,0,1
4394172,70,other,direct,0,1,1,0
4393643,138,popular,referral,1,0,0,0
4393330,163,other,direct,1,0,0,0
4393190,93,popular,referral,1,1,1,0
4393182,22,other,search,0,1,0,1
4390937,112,other,direct,0,0,1,1
4390907,49,corporate,direct,0,1,0,1
4389232,122,popular,direct,1,0,0,0
4388928,189,popular,search,0,0,0,0
4388594,24,other,referral,1,1,1,1
4387941,199,corporate,direct,0,0,1,1
4387845,194,popular,search,1,1,0,0
4387772,138,corporate,search,0,0,1,0
4385463,129,popular,search,1,1,0,1
4384584,48,popular,direct,0,1,1,0
4384233,116,corporate,search,1,0,0,0
4381399,39,other,search,0,0,0,0
4381209,162,other,search,0,1,1,0
4379937,178,popular,referral,0,1,1,0
4379007,37,popular,direct,0,1,0,0
4378404,48,popular,search,0,0,1,0
4378190,195,popular,search,1,1,0,1
4377703,159,popular,referral,0,0,1,0
4377511,123,other,direct,0,1,0,1
4375626,121,popular,direct,0,0,0,0
4375224,167,corporate,search,0,1,0,1
4373923,173,corporate,search,1,1,1,0
4371401,93,other,referral,0,1,0,0
4370845,99,corporate,referral,1,0,1,0
4369695,113,corporate,search,1,0,1,0
4369545,216,other,search,0,1,1,0
4366963,198,popular,search,1,0,0,0
4364620,174,corporate,direct,1,0,1,1
4364259,134,corporate,direct,1,0,1,1
4364031,185,popular,search,1,1,0,0
4363522,106,corporate,search,1,0,1,0
4362179,112,corporate,referral,0,0,0,0
4361598,200,corporate,referral,0,1,1,0
4361583,159,popular,direct,1,1,1,0
4360622,165,popular,search,1,1,1,0
4359916,82,other,direct,1,0,0,0
4359683,66,other,referral,1,1,0,0
4357489,122,corporate,search,1,1,1,0
4357134,92,other,referral,1,1,0,1
4357047,142,other,direct,0,1,1,0
4355572,74,other,search,0,1,1,0
4352326,178,corporate,search,0,0,1,0
4351685,111,popular,search,0,0,1,1
4350173,207,popular,referral,0,1,0,0
4348896,166,corporate,search,1,0,1,1
4348066,200,other,direct,0,0,0,0
4347926,174,other,referral,0,0,1,0
4347463,172,other,search,1,1,1,0
4347198,96,other,direct,0,0,1,0
4347191,112,other,referral,1,0,1,0
4347016,96,popular,search,1,1,1,0
4346858,170,corporate,search,1,0,0,0
4345106,176,corporate,direct,1,1,0,1
4345044,116,corporate,referral,0,0,1,1
4344598,94,popular,search,1,0,1,0
4340131,90,corporate,direct,1,0,1,0
4339046,201,corporate,direct,1,1,1,0
4338917,118,popular,search,1,0,1,0
4337606,40,popular,referral,0,1,0,0
4336957,202,popular,referral,1,0,0,0
4335893,33,corporate,search,1,0,1,1
4335709,89,corporate,search,0,0,1,0
4335388,207,popular,direct,1,0,1,1
4332920,194,other,search,1,0,0,0
4332399,171,corporate,referral,1,1,0,1
4332392,39,other,referral,1,0,0,0
4331301,185,popular,referral,0,1,1,0
4330893,22,popular,direct,0,0,0,0
4329989,85,corporate,search,0,0,1,0
4328593,38,popular,search,1,1,0,1
4326033,132,popular,search,1,0,1,0
4324450,24,other,referral,1,0,1,0
4323819,201,other,search,0,1,0,1
4322440,94,corporate,search,0,1,0,1
4322264,59,corporate,search,1,0,0,0
4321981,120,popular,search,1,0,1,0
4321662,132,other,referral,1,0,0,0
4317411,63,corporate,direct,1,1,1,0
4314815,116,popular,search,1,0,0,0
4312316,72,other,direct,1,0,1,0
4311106,164,corporate,search,1,1,0,1
4311036,84,other,direct,0,0,0,0
4310855,134,popular,search,0,1,0,1
4306394,52,corporate,direct,0,0,1,0
4304640,80,corporate,referral,0,1,0,0
4303577,31,popular,referral,1,1,0,0
4303444,70,popular,direct,0,0,1,0
4303372,76,corporate,search,0,0,0,0
4302944,113,corporate,direct,1,0,0,0
4301849,81,other,direct,0,1,0,0
4301822,58,popular,referral,0,1,0,0
4301435,127,corporate,referral,0,0,1,0
4300995,59,other,referral,1,0,0,0
4300022,77,popular,search,0,1,0,0
4300011,33,corporate,direct,1,1,0,0
4299559,24,corporate,search,1,0,0,0
4298930,111,corporate,search,0,0,1,0
4297658,176,other,search,1,0,1,0
4297657,156,popular,referral,1,1,0,1
4297298,63,other,search,1,0,0,0
4295416,127,corporate,direct,0,1,0,1
4294051,170,corporate,referral,0,0,1,0
4293745,175,other,direct,0,0,1,0
4292812,154,corporate,direct,1,0,0,0
4292038,192,other,direct,0,1,1,1
4290324,185,other,search,0,0,0,0
4289974,42,other,referral,0,0,1,0
4289595,62,other,search,1,0,1,0
4288364,71,popular,referral,1,1,0,0
4284097,33,other,search,1,1,1,0
4283911,47,other,referral,0,0,1,1
4281974,80,corporate,referral,0,0,0,0
4281847,201,corporate,search,1,0,1,1
4280742,79,corporate,referral,1,0,1,0
4278343,124,popular,referral,0,1,0,0
4277808,43,popular,search,0,1,1,0
4277420,38,corporate,referral,0,0,0,0
4275857,92,popular,referral,0,1,0,0
4275747,119,corporate,referral,0,1,1,0
4274428,105,corporate,search,1,1,1,0
4274020,59,corporate,direct,1,0,0,1
4271591,90,other,direct,1,1,1,0
4269356,43,other,search,1,1,0,0
4264533,37,corporate,search,1,1,0,1
4262095,84,popular,search,0,0,1,0
4261218,79,popular,search,0,0,0,0
4260608,200,corporate,referral,0,1,0,1
4260355,144,popular,search,0,1,1,0
4256385,103,other,direct,1,1,1,0
4252591,158,corporate,direct,0,1,1,0
4248118,54,corporate,search,0,1,0,0
4245999,143,corporate,referral,1,0,0,0
4245245,150,popular,search,1,1,0,1
4244750,122,corporate,direct,0,1,0,1
4244496,54,corporate,search,0,0,1,0
4243952,149,corporate,search,0,1,1,0
4242644,171,corporate,direct,1,0,0,1
4242391,159,other,referral,1,1,1,0
4241879,137,other,referral,1,0,1,0
4241720,124,corporate,direct,0,1,1,0
4241450,170,corporate,search,1,0,1,1
4239767,32,corporate,search,1,1,1,0
4238915,105,popular,search,1,1,0,1
4238186,100,other,direct,0,0,1,0
4237086,185,corporate,referral,1,0,1,1
4234836,81,corporate,direct,1,1,0,1
4233394,215,popular,direct,1,0,0,0
4232787,197,popular,direct,0,1,1,0
4232085,21,corporate,direct,1,0,1,0
4232003,148,corporate,direct,1,0,1,1
4230559,93,popular,direct,1,0,1,0
4229785,66,other,direct,1,1,0,1
4229372,194,corporate,search,0,0,0,0
4227954,26,other,search,0,0,1,0
4226882,182,other,referral,1,0,0,0
4226603,65,other,direct,1,0,1,0
4225578,43,popular,direct,0,1,1,0
4223488,20,corporate,direct,1,1,1,0
4222757,59,other,referral,1,0,1,0
4222752,197,popular,direct,1,1,0,1
4220832,162,popular,search,0,1,1,0
4220530,182,corporate,direct,1,0,0,1
4219870,145,other,referral,1,1,0,1
4219815,55,popular,search,1,1,1,0
4218746,137,other,referral,1,0,0,0
4217335,25,other,direct,0,1,0,0
4216878,147,other,direct,1,0,0,0
4214262,107,popular,direct,0,1,0,1
4214129,58,corporate,referral,0,0,1,0
4213552,51,popular,referral,1,1,0,0
4212107,39,popular,search,1,1,0,0
4211757,160,corporate,direct,1,0,0,0
4211392,119,other,search,0,0,0,0
4209874,68,corporate,search,1,0,0,0
4209017,168,other,referral,1,0,1,0
4207785,147,other,direct,1,0,0,0
4204269,148,corporate,referral,1,1,0,0
4204064,73,other,direct,0,0,1,0
4204052,149,other,direct,1,0,1,1
4203661,137,other,search,1,0,0,0
4203437,80,other,direct,1,1,0,1
4202279,145,corporate,referral,0,1,0,1
4202046,138,popular,referral,0,0,0,0
4201809,101,popular,search,0,0,0,0
4200235,118,popular,search,1,0,0,0
4196472,154,corporate,referral,1,0,0,0
4196111,31,popular,referral,0,0,0,0
4195348,156,other,direct,0,1,1,1
4194234,67,popular,direct,0,1,1,0
4194141,144,corporate,search,0,0,0,0
4194139,51,popular,direct,1,1,1,0
4193558,94,popular,direct,0,0,1,0
4193067,194,other,referral,0,1,1,0
4190449,108,popular,referral,0,0,1,0
4186742,58,other,referral,0,1,1,0
4184823,215,other,search,1,0,1,0
4183723,21,other,referral,1,1,1,0
4182728,200,other,referral,1,1,0,0
4181730,52,popular,referral,1,1,1,0
4181208,84,popular,search,1,0,0,0
4179737,119,popular,direct,1,1,0,0
4179004,63,corporate,referral,0,1,0,0
4178617,151,corporate,referral,1,1,0,0
4178478,214,popular,direct,1,1,0,1
4178090,41,corporate,referral,0,0,1,0
4177728,122,other,search,1,1,0,0
4177688,94,popular,direct,1,0,0,0
4177381,95,other,referral,0,1,0,0
4176937,165,corporate,referral,1,1,1,0
4176299,34,other,search,0,1,0,0
4175006,162,other,referral,0,0,1,1
4174805,199,popular,referral,0,1,1,0
4174189,138,popular,referral,1,0,1,0
4174012,46,popular,referral,0,0,0,1
4172087,168,other,search,1,0,0,0
4171817,140,corporate,referral,1,1,1,0
4169357,125,other,search,0,0,1,0
4169256,192,popular,referral,1,0,0,0
4168353,160,popular,direct,0,0,0,0
4165731,44,other,direct,1,0,0,0
4163611,169,corporate,referral,1,0,0,0
4163361,90,other,referral,0,0,0,0
4161508,47,corporate,search,0,0,0,0
4161292,42,popular,referral,0,0,1,0
4160452,71,popular,referral,0,1,1,0
4159114,56,popular,direct,1,1,1,0
4158915,22,corporate,search,1,0,1,0
4158705,195,other,direct,1,0,0,0
4157880,185,popular,referral,0,1,0,1
4156367,126,corporate,search,0,0,1,0
4155999,184,corporate,referral,1,0,1,0
4155842,45,popular,referral,0,0,0,0
4154227,160,popular,direct,0,0,1,1
4152509,202,popular,search,0,1,1,1
4151839,24,other,search,0,0,0,0
4151080,40,corporate,search,1,1,0,1
4149945,55,other,search,1,0,1,0
4149492,112,corporate,search,0,0,1,0
4149199,52,popular,direct,1,1,1,0
4148210,183,corporate,referral,0,1,1,0
4146987,207,corporate,direct,0,0,1,1
4146090,191,other,referral,1,0,0,0
4145528,203,corporate,direct,1,1,0,1
4144730,42,popular,referral,0,1,1,0
4143918,100,corporate,search,1,0,0,0
4143762,61,corporate,referral,0,0,0,0
4140751,146,corporate,referral,0,1,1,0
4140091,181,corporate,direct,0,0,1,1
4138926,207,corporate,search,0,0,1,0
4138082,46,other,search,1,1,1,0
4137235,215,other,referral,0,1,0,1
4136812,91,other,search,1,1,1,0
4136419,52,popular,search,0,0,1,0
4135203,164,other,search,0,1,0,1
4134593,155,other,referral,0,1,0,0
4133600,159,other,direct,1,1,1,1
4132238,87,popular,search,1,1,0,1
4131927,173,corporate,referral,1,1,0,1
4129678,27,other,referral,0,0,0,0
4128589,41,corporate,search,1,1,0,1
4127391,24,popular,direct,0,1,0,0
4126423,160,other,search,1,1,0,0
4122576,149,corporate,direct,1,1,1,1
4122521,202,corporate,search,0,1,0,1
4122011,106,corporate,direct,1,0,1,1
4121911,59,corporate,search,1,0,1,0
4119334,197,popular,direct,0,1,0,1
4117613,102,corporate,search,0,0,1,0
4116696,68,corporate,search,0,1,0,1
4115932,165,popular,direct,0,1,1,0
4115402,212,corporate,search,0,1,1,0
4113984,188,other,search,1,0,1,0
4113759,193,other,direct,1,0,0,1
4113263,165,popular,search,0,0,0,0
4111309,62,other,search,1,0,1,0
4110392,128,other,direct,1,0,1,1
4110021,138,corporate,direct,1,0,0,1
4108339,179,other,search,0,1,0,1
4108278,103,other,referral,1,1,1,0
4106860,139,other,search,1,0,0,0
4106262,67,other,direct,1,0,1,0
4106156,55,other,search,1,0,0,0
4106100,67,popular,search,0,1,0,0
4101697,40,corporate,direct,0,1,0,1
4100955,86,corporate,referral,1,0,1,0
4100892,141,other,search,0,0,0,0
4097442,53,other,referral,1,0,1,0
4096886,182,popular,search,0,1,1,0
4095181,76,popular,referral,1,0,0,0
4094064,219,other,referral,1,0,0,0
4094027,143,other,search,0,1,0,0
4092127,150,corporate,search,0,1,0,1
4091200,128,corporate,direct,1,1,1,0
4090316,130,corporate,referral,1,0,1,0
4089807,138,corporate,referral,1,0,1,0
4088913,73,other,direct,0,1,0,0
4088704,78,popular,referral,1,1,1,0
4088601,81,other,referral,1,1,1,0
4087908,112,corporate,direct,0,1,1,0
4086956,108,popular,referral,1,0,0,0
4086451,82,corporate,referral,0,1,1,0
4085427,65,other,direct,1,0,1,0
4082877,29,popular,referral,1,0,1,0
4082246,214,popular,referral,1,1,1,0
4078853,94,corporate,direct,1,0,0,0
4076812,149,corporate,referral,0,0,0,1
4076163,136,corporate,direct,0,0,1,0
4075659,215,other,referral,1,1,0,1
4074026,180,popular,search,0,1,1,0
4072034,148,other,search,0,0,0,0
4070683,37,corporate,direct,1,1,1,0
4069295,74,other,search,1,0,0,0
4061665,176,other,direct,0,0,0,0
4060441,147,other,search,1,1,0,1
4058621,198,popular,search,1,0,0,0
4056457,141,popular,direct,0,1,0,1
4056067,123,corporate,search,0,1,1,0
4054522,198,other,search,0,0,1,0
4054256,85,popular,search,1,1,1,0
4054117,131,popular,referral,1,1,1,0
4052237,208,corporate,direct,1,1,0,1
4051693,210,popular,direct,1,1,0,1
4050334,39,corporate,direct,1,0,0,0
4049794,27,other,referral,1,1,1,0
4048251,217,other,search,1,0,1,1
4048231,45,popular,referral,1,1,0,0
4047563,93,corporate,referral,1,0,1,0
4045554,88,corporate,referral,1,0,0,0
4044648,186,other,search,1,0,1,1
4043027,146,popular,referral,1,0,1,0
4041764,86,other,search,0,0,1,0
4041365,180,corporate,direct,1,0,0,1
4040912,170,corporate,direct,0,1,1,0
4040730,163,other,search,1,1,1,0
4039011,200,popular,direct,1,1,1,0
4038533,165,other,search,0,1,0,1
4035742,65,corporate,direct,1,1,0,1
4034493,33,other,search,1,0,0,0
4033876,45,corporate,referral,1,0,0,0
4033471,194,corporate,direct,1,1,1,1
4033301,61,corporate,direct,1,0,1,0
4032323,27,other,search,1,0,0,0
4031808,161,corporate,search,1,1,1,0
4031571,45,popular,direct,1,0,1,0
4031220,190,other,search,0,1,0,1
4030873,126,popular,direct,0,1,0,0
4030671,207,popular,referral,0,0,0,0
4029762,67,corporate,referral,0,1,0,1
4029692,169,corporate,direct,0,0,1,1
4027355,86,corporate,direct,0,0,1,0
4027220,132,popular,search,0,0,0,0
4027159,168,popular,search,1,1,0,1
4026640,92,corporate,referral,1,0,0,0
4026538,96,popular,referral,0,1,1,0
4025953,116,other,direct,1,0,0,0
4023203,88,other,referral,0,1,1,0
4022809,172,corporate,search,1,1,1,0
4022739,159,corporate,direct,0,1,0,1
4022379,131,popular,search,1,1,0,1
4022196,99,popular,referral,0,1,1,0
4019381,211,popular,direct,0,1,0,1
4018923,164,popular,direct,1,1,1,0
4017370,70,popular,search,0,0,0,0
4016378,204,corporate,search,1,1,0,1
4016044,59,other,search,0,1,0,1
4015525,219,other,referral,0,1,0,1
4014570,120,other,referral,1,0,1,0
4014516,139,corporate,referral,1,1,0,1
4013930,71,corporate,direct,1,1,1,0
4013684,186,corporate,direct,1,1,0,1
4013366,100,other,referral,0,0,0,0
4013102,167,other,referral,0,0,0,0
4012878,106,popular,direct,0,1,1,0
4008269,98,corporate,search,0,0,1,0
4006194,156,popular,search,0,0,1,0
4005688,20,popular,direct,0,0,1,0
4005600,103,other,search,1,1,0,1
4005556,169,other,referral,0,1,0,0
4004587,69,other,referral,0,0,0,0
4003891,125,corporate,referral,0,1,1,0
4000447,115,popular,referral,1,1,0,1
3999016,84,other,search,0,0,0,0
3997592,32,corporate,search,1,1,1,0
3996884,89,popular,referral,0,1,0,0
3996253,192,corporate,direct,0,1,1,1
3994213,195,corporate,direct,0,0,0,1
3991730,68,corporate,search,1,0,1,0
3989578,38,other,search,0,1,1,0
3989103,92,popular,search,1,1,1,0
3988748,48,other,direct,0,0,0,0
3988371,50,corporate,search,1,0,1,0
3987939,82,corporate,referral,0,1,0,1
3987866,170,other,direct,1,0,1,1
3987316,166,other,direct,1,1,0,1
3987121,134,popular,referral,0,0,1,0
3987044,152,corporate,referral,1,1,0,1
3983901,35,popular,direct,1,1,1,0
3983599,113,other,search,1,0,0,0
3983588,168,popular,direct,0,1,1,1
3982272,139,other,direct,1,0,1,0
3980628,40,corporate,referral,1,1,1,0
3980596,187,other,direct,1,1,0,1
3979638,50,other,direct,0,0,1,0
3979601,208,corporate,search,0,1,1,0
3979221,54,popular,direct,0,0,0,0
3975186,156,other,search,0,1,1,0
3974720,101,corporate,search,0,1,0,1
3974249,172,corporate,search,1,1,1,0
3972752,78,other,direct,1,0,1,0
3971050,44,popular,search,0,0,1,0
3969709,169,other,referral,1,0,1,0
3969287,59,corporate,direct,0,0,0,0
3967619,79,other,direct,0,0,1,0
3967394,107,corporate,direct,0,1,0,1
3965779,43,corporate,direct,0,0,1,0
3963652,208,other,search,0,0,0,0
3962774,50,popular,referral,1,1,1,0
3962421,31,corporate,referral,0,1,1,0
3961311,83,other,direct,1,1,0,0
3959997,60,popular,search,0,0,0,0
3954772,53,corporate,direct,1,0,1,0
3953293,124,corporate,direct,1,1,1,0
3953190,40,other,direct,0,0,1,0
3950696,97,popular,direct,1,0,1,0
3950520,78,corporate,direct,0,1,0,1
3950359,34,corporate,direct,0,0,1,0
3949971,81,other,direct,1,0,1,0
3949573,170,other,direct,1,1,1,0
3945890,142,corporate,search,0,0,0,0
3944659,107,corporate,referral,0,1,0,1
3939029,129,other,direct,1,1,1,0
3938337,49,corporate,search,1,1,0,1
3937214,42,popular,referral,1,0,0,0
3936606,113,corporate,search,0,1,1,0
3936423,210,corporate,referral,1,0,0,0
3935245,107,popular,referral,0,1,0,0
3932104,115,popular,search,1,1,1,0
3930747,112,popular,search,0,1,0,0
3930101,78,corporate,direct,1,0,1,1
3929236,21,other,search,1,1,1,0
3928630,76,corporate,direct,0,0,1,0
3926772,96,corporate,direct,0,1,0,0
3926689,123,corporate,search,0,1,0,1
3924575,38,corporate,direct,1,0,0,0
3923841,201,other,search,0,0,0,1
3923178,141,corporate,referral,1,0,0,0
3922163,41,other,direct,1,0,1,0
3919239,174,other,search,0,1,1,0
3918787,128,popular,direct,0,0,1,0
3916928,58,corporate,search,1,0,0,0
3915989,66,popular,referral,1,0,0,0
3915394,41,popular,search,0,1,1,0
3914568,118,corporate,referral,0,1,1,0
3912236,49,other,referral,0,0,1,0
3912032,92,popular,referral,0,0,1,0
3910375,186,other,direct,1,0,1,0
3910048,149,corporate,search,1,0,1,1
3908071,111,corporate,search,0,0,0,0
3908002,178,popular,referral,1,1,1,0
3907940,117,corporate,search,1,1,1,0
3907664,131,other,search,1,0,0,0
3907653,196,corporate,direct,1,0,0,1
3906575,80,popular,referral,1,1,0,0
3906108,65,other,direct,1,1,1,0
3904337,38,other,referral,1,0,1,0
3904149,110,other,direct,1,0,1,0
3902723,155,corporate,direct,0,1,1,0
3902586,181,other,search,1,0,0,1
3901747,205,other,referral,0,0,0,0
3901034,140,corporate,search,0,1,0,0
3900564,82,corporate,referral,1,0,0,0
3899891,102,other,direct,1,0,0,0
3899602,196,popular,direct,1,0,1,1
3899566,51,popular,referral,0,1,1,0
3899300,191,other,direct,0,0,1,0
3898511,100,corporate,referral,0,1,0,1
3896205,70,other,search,1,0,0,1
3895885,49,other,direct,1,0,1,0
3895246,107,corporate,direct,1,1,1,0
3895043,97,other,referral,1,1,0,1
3893683,46,popular,search,0,0,0,0
3892321,174,popular,search,1,0,1,0
3892108,81,other,direct,1,1,0,1
3891076,214,corporate,direct,1,0,1,1
3890997,97,corporate,direct,0,0,0,0
3890484,22,corporate,referral,1,1,0,0
3889472,109,other,search,0,0,1,0
3889182,187,other,direct,0,0,0,1
3888607,126,other,referral,1,0,1,0
3888544,217,corporate,direct,1,0,1,1
3887245,60,other,direct,0,1,1,0
3886470,50,other,direct,0,0,1,0
3885928,194,popular,direct,0,0,1,0
3884821,183,popular,direct,0,0,0,0
3884760,22,popular,direct,0,0,0,0
3884219,219,corporate,direct,0,0,1,0
3883153,177,corporate,search,1,0,1,1
3881501,204,popular,referral,1,1,0,0
3881192,132,popular,direct,1,0,1,0
3880521,29,popular,search,0,0,0,0
3879346,160,popular,search,0,1,0,1
3878504,91,corporate,direct,1,0,1,0
3878075,200,corporate,referral,0,0,1,0
3877596,34,popular,referral,1,1,0,0
3876393,60,corporate,search,0,1,1,0
3875474,98,corporate,direct,1,0,0,0
3874476,31,corporate,referral,1,1,1,0
3872193,25,other,search,1,1,1,0
3872131,206,corporate,direct,1,0,1,1
3870670,37,popular,search,1,0,0,0
3869131,34,popular,referral,1,1,1,0
3868849,101,other,direct,1,0,1,0
3866689,68,corporate,search,1,1,1,0
3863671,100,corporate,search,1,1,1,0
3862631,55,other,referral,0,1,0,0
3862325,160,other,direct,0,1,1,0
3860588,202,other,direct,0,0,1,1
3859924,99,popular,search,0,0,0,0
3859641,124,other,referral,1,0,1,0
3859044,208,popular,referral,0,1,1,0
3857883,201,popular,search,1,1,0,1
3856348,169,corporate,search,0,0,1,0
3854946,122,corporate,direct,1,0,0,0
3854876,155,other,direct,1,0,1,1
3854547,20,corporate,direct,0,1,0,1
3853891,106,corporate,referral,1,0,0,0
3853566,112,corporate,referral,1,0,1,0
3853020,35,popular,referral,1,1,0,0
3852704,85,popular,search,0,1,0,0
3852374,162,popular,referral,1,0,1,0
3851793,24,popular,referral,0,1,0,1
3849945,171,popular,search,1,1,0,1
3848556,45,popular,search,0,0,1,0
3848213,122,other,referral,0,0,1,0
3847343,163,popular,referral,1,1,0,0
3845956,195,popular,search,1,1,1,0
3845911,69,popular,referral,0,0,1,0
3845895,205,other,search,1,1,1,0
3844747,59,popular,referral,0,1,1,0
3844058,58,popular,direct,0,1,0,1
3842984,172,popular,referral,0,0,1,0
3842897,40,other,search,0,0,0,0
3842335,136,corporate,search,0,0,1,1
3839795,92,corporate,direct,1,0,1,1
3839571,71,popular,direct,0,0,0,0
3838433,155,popular,referral,0,1,0,0
3837092,164,corporate,referral,0,1,0,1
3829496,109,popular,direct,0,0,0,0
3828601,68,other,referral,1,0,1,0
3827158,101,corporate,direct,1,0,1,0
3826522,183,popular,referral,1,0,1,0
3825242,44,other,search,1,0,0,0
3825134,162,popular,referral,0,0,0,0
3824859,121,corporate,direct,1,0,0,0
3824499,211,other,referral,0,1,1,0
3821604,102,other,search,1,0,1,0
3821215,215,other,referral,1,1,0,0
3819490,28,popular,search,1,1,1,0
3818986,125,other,direct,0,0,1,0
3818318,71,corporate,direct,0,0,0,0
3818224,126,other,search,1,0,1,0
3818157,177,popular,referral,1,1,0,1
3817580,142,corporate,search,0,0,1,0
3817338,142,corporate,referral,1,0,1,0
3816524,190,other,referral,1,0,0,0
3815965,68,corporate,direct,0,1,0,1
3814683,103,other,referral,1,1,0,0
3814215,49,popular,search,1,1,0,0
3813609,100,corporate,referral,1,0,0,0
3813219,195,corporate,referral,0,0,0,0
3812380,150,other,search,1,0,0,0
3811895,110,corporate,search,0,0,0,0
3808282,141,corporate,referral,1,1,0,1
3806173,198,popular,search,0,0,1,1
3803018,163,other,search,1,0,1,0
3802785,120,other,referral,0,1,1,0
3801966,202,popular,direct,1,0,1,1
3801799,157,corporate,referral,1,0,0,0
3801721,110,other,search,0,0,1,0
3800115,126,other,direct,0,1,0,1
3798543,181,popular,search,1,0,1,0
3798253,146,other,search,0,1,0,1
3796530,131,popular,direct,0,1,0,1
3794639,28,other,referral,0,1,1,0
3793159,136,other,search,0,0,1,1
3790185,52,popular,search,1,1,1,0
3789878,106,other,search,0,1,0,1
3789541,200,corporate,search,0,0,1,1
3788652,198,corporate,search,0,1,1,0
3786908,180,corporate,search,0,0,1,1
3786523,42,corporate,direct,1,1,0,0
3786314,81,other,direct,0,0,0,1
3785376,185,corporate,search,1,0,1,1
3784937,167,popular,search,1,1,0,1
3782733,95,popular,search,1,1,0,0
3782668,58,corporate,direct,1,0,0,0
3781141,109,other,direct,0,0,0,0
3780107,90,popular,direct,0,1,1,0
3779265,98,other,referral,1,0,0,0
3778842,207,popular,direct,1,0,0,0
3776963,51,other,search,1,0,1,0
3775410,200,popular,referral,1,0,0,0
3775043,117,other,search,0,1,0,1
3772863,198,popular,direct,1,0,1,1
3772329,129,other,referral,1,0,0,1
3770944,214,popular,search,0,1,0,1
3770366,178,popular,referral,1,1,1,0
3770274,204,corporate,search,1,0,0,1
3768082,49,corporate,direct,0,1,0,0
3766609,134,other,referral,0,1,1,1
3766560,44,corporate,search,0,0,0,0
3765431,205,popular,direct,1,0,1,1
3764584,147,popular,referral,1,0,1,0
3763416,142,other,direct,1,0,1,1
3763238,191,corporate,referral,0,1,0,1
3763196,87,corporate,referral,1,1,0,1
3762478,115,popular,direct,0,1,0,0
3762340,105,corporate,referral,1,0,0,0
3760586,178,popular,direct,0,1,0,1
3759106,105,corporate,referral,1,0,0,0
3756194,104,other,search,1,1,0,0
3755730,151,popular,search,0,0,1,0
3755210,120,corporate,search,0,1,0,1
